code,chushicaifu,gongzuonengli,jiankangtouzi,caichanbaoxian,jiedaijihui,touzi,fengxiantouzi,fumianchongji,maicaipiao,shengbing,shiye,biao
79qn2mgn,1,2,1,1,1,1,1,0,0,2,0,5
57n9cs6z,1,1,1,1,0,1,1,0,0,1,0,5
c3206739,0,2,0,0,0,0,0,2,0,1,0,5
c1h7bw1a,0,2,0,0,0,0,0,2,0,1,0,5
sca5toky,1,1,1,1,1,1,1,0,0,1,0,5
0jkf3488,0,1,0,0,0,0,0,0,0,1,0,5
mdt16lqz,1,1,1,1,0,1,1,0,0,1,0,5
ufku1mka,1,2,2,1,0,1,1,0,0,2,0,5
uvakwdur,0,1,0,0,0,0,0,2,0,1,0,5
z668vjdm,1,0,1,1,1,1,1,0,0,2,0,5
ds12f176,0,1,0,0,0,0,0,1,0,1,0,5
8cyh64c7,0,1,0,0,0,0,0,1,0,1,0,5
sqfmjhqp,0,0,0,0,0,0,0,0,0,0,0,5
hhrookd2,0,2,0,0,0,0,0,2,0,1,0,5
3zjizqly,0,1,0,0,0,0,0,2,0,1,0,5
m9hu5tku,1,2,1,1,0,1,1,0,0,1,0,5
7dv78fh8,0,1,0,0,0,0,0,1,0,1,0,5
ot3r1xw1,0,0,0,0,0,0,0,0,0,0,0,5
h7b871s6,1,2,1,1,1,1,1,0,0,2,0,5
3j49d97z,1,0,1,1,1,1,1,0,0,1,0,5
awof1evv,0,1,0,0,0,0,0,0,0,1,0,5
dnwj15ee,0,1,0,0,0,0,0,2,0,1,0,5
ttjy4cwz,0,1,0,0,0,0,0,0,0,1,0,5
d39a3neo,0,0,0,0,0,0,0,0,0,1,0,5
vedi2q2d,0,2,0,0,0,0,0,3,0,1,0,5
96b2y1fq,0,0,0,0,0,0,0,1,0,0,0,5
0h6a0xq8,0,1,0,0,0,0,0,0,0,1,0,5
lxt7o6sm,1,0,1,1,0,1,0,0,0,1,0,5
0k6r6bgl,0,2,0,0,0,0,0,2,0,2,0,5
jwxxxv7d,0,2,1,1,1,1,1,0,0,2,0,5
mykpue2n,1,1,2,1,0,1,1,0,0,1,0,5
o7pqerl1,0,2,0,0,0,0,0,2,0,1,0,5
hksrzrsd,1,2,1,1,0,1,1,0,0,1,0,5
dz4i0852,0,0,0,0,0,0,0,0,0,1,0,5
bdec0ba1,0,2,0,0,0,0,0,1,0,2,0,5
lqy09jik,1,1,2,1,0,1,1,0,0,2,0,5
czeeddwe,1,2,2,1,1,1,1,0,0,1,0,5
1v3nqxwb,0,0,0,0,0,0,0,0,0,1,0,5
itjzqni7,0,1,0,0,0,0,0,1,0,1,0,5
0g7sv439,0,1,0,0,0,0,0,0,0,1,0,5
zca7zxyf,0,1,0,0,0,0,0,0,0,1,0,5
9iua8wlt,0,1,0,0,0,0,0,0,0,1,0,5
8nmazok9,0,2,0,0,0,0,0,0,0,2,0,5
plvgf0eg,0,1,0,0,0,0,0,0,0,1,0,5
z2rsp6um,0,2,0,1,0,0,1,0,0,2,0,5
n580gnmu,1,1,1,1,0,1,1,0,0,1,0,5
xcoc0hf4,0,0,0,0,0,0,0,2,0,0,0,5
lrqw3xla,0,2,0,0,0,0,0,0,0,1,0,5
8a4otv31,0,0,0,0,0,0,0,1,0,1,0,5
nxlvuopa,1,1,1,1,1,1,1,0,0,1,0,5
0j3nkqts,1,2,1,1,1,1,1,0,0,1,0,5
1csmmf08,0,1,0,0,0,0,0,1,0,1,0,5
8b7ikkdg,1,1,1,1,1,1,1,0,0,0,0,5
cclaxe7w,1,2,2,1,1,1,1,0,0,1,0,5
92ybpwat,0,0,0,0,0,0,0,0,0,0,0,5
w9vla1hv,0,2,0,0,0,0,0,2,0,1,0,5
vnykm72k,0,1,0,0,0,0,0,0,0,1,0,5
g91ye1x3,0,2,0,0,0,0,0,1,0,1,0,5
t7uhl32a,0,0,0,0,0,0,0,0,0,0,0,5
h3fu78yg,0,1,0,0,0,0,0,2,0,0,0,5
n1yognqv,0,0,0,0,0,0,0,0,0,0,0,5
w3icbwph,0,1,0,0,0,0,0,1,0,0,0,5
k93onftx,0,2,0,0,0,0,0,1,0,1,0,5
i3wgnab9,0,1,0,0,0,0,0,1,0,0,0,5
hdp578ga,0,1,0,0,0,0,0,0,0,1,0,5
8886ungo,1,2,1,1,0,1,0,0,0,1,0,5
g990zma5,1,1,1,1,0,1,1,0,0,1,0,5
biqw1l36,0,2,0,0,0,0,0,1,0,1,0,5
ag8yu9h7,0,2,0,0,0,0,0,2,0,1,0,5
dot3hb5e,0,1,0,0,0,0,0,2,0,0,0,5
tkz7zh9u,0,1,0,0,0,0,0,1,0,0,0,5
nbmjj5a1,1,2,1,1,0,1,1,0,0,2,0,5
z4v1vnsp,1,1,1,1,1,1,1,0,0,1,0,5
26ovv9nz,1,2,2,1,1,1,1,0,0,2,0,5
kpo7dpw7,1,2,2,1,0,1,1,0,0,3,0,5
4qo41x6y,0,0,0,0,0,0,0,0,0,0,0,5
gfrptkuf,0,1,1,1,1,1,1,0,0,1,0,5
jbfzncen,0,0,0,0,0,0,0,2,0,0,0,5
4hjk8ew7,0,0,0,0,0,0,0,0,0,0,0,5
4alcifnr,1,2,1,1,0,1,1,0,0,0,0,5
xxrcf92l,0,2,1,1,0,1,1,0,0,2,0,5
fkw475f4,0,1,0,0,0,0,0,0,0,0,0,5
hogk0jl9,0,2,0,0,0,0,0,0,0,1,0,5
ktiz1h1g,0,1,0,0,0,0,0,1,0,0,0,5
kudii6oy,0,2,0,0,0,0,0,0,0,1,0,5
d5t88opp,1,2,1,1,0,1,1,0,0,1,0,5
p7c86bd0,0,1,0,0,0,0,0,1,0,0,0,5
3vpcaply,0,1,0,0,0,0,0,1,0,0,0,5
nxc2bm09,0,2,0,0,0,0,0,0,0,1,0,5
1o1f1gpp,0,2,0,0,0,0,0,0,0,1,0,5
y5lufa6m,1,1,0,1,1,1,1,0,0,1,0,5
b0je0mwr,0,1,0,0,0,0,0,0,0,1,0,5
3rqszw2y,0,2,1,1,0,1,1,0,0,1,0,5
fpeptlxo,0,2,0,0,0,0,0,0,0,1,0,5
7vz4x7mn,0,2,0,0,0,0,0,0,0,1,0,5
bptmjh3d,1,2,1,1,0,1,1,0,0,2,0,5
d67hp72e,0,1,0,0,0,0,0,0,0,0,0,5
f6t1qroy,0,2,0,0,0,0,0,1,0,1,0,5
3di9vioo,1,2,1,1,0,1,1,0,0,1,0,5
kd4ugm89,0,2,0,0,0,0,0,1,0,1,0,5
yaiqosbx,1,2,1,1,0,1,1,0,0,1,0,5
9i73mzxn,0,1,0,0,0,0,0,1,0,0,0,5
qctopukw,0,2,0,0,0,0,0,1,0,1,0,5
3mrhtpe3,0,1,0,0,0,0,0,1,0,0,0,5
yofqpucq,1,2,1,1,1,1,1,0,0,0,0,5
bi13mblu,1,2,1,1,0,1,1,0,0,3,0,5
0ff2742h,0,1,0,0,0,0,0,0,0,0,0,5
074xligf,1,2,1,1,0,1,0,0,0,1,0,5
t9m6tgki,0,1,0,0,0,0,0,1,0,0,0,5
przvq4kq,0,1,0,0,0,0,0,0,0,0,0,5
4de7ayta,1,2,1,1,1,1,1,0,0,1,0,5
wak4ycex,0,0,0,0,0,0,0,0,0,0,0,5
9t5yap6j,1,2,1,1,0,1,1,0,0,1,0,5
k1bp6zpx,1,2,1,1,0,1,0,0,0,1,0,5
njz0vu08,1,1,1,1,0,1,1,0,0,0,0,5
t5fns0sq,0,2,0,0,0,0,0,0,0,1,0,5
0xxgoaz8,0,2,0,0,0,0,0,1,0,0,0,5
idr031u6,1,2,2,1,0,1,1,0,0,0,0,5
n7vpemz2,0,2,1,1,1,1,1,0,0,1,0,5
5ts6tpzo,0,1,0,0,0,0,0,0,0,0,0,5
0x4d1g7c,0,1,0,0,0,0,0,0,0,0,0,5
pdtmhm69,1,1,1,1,0,1,1,0,0,0,0,5
m3vk4d40,1,2,2,1,0,1,1,0,0,0,0,5
ssewy7zs,1,2,1,1,1,1,1,0,0,1,0,5
lmp9ngf4,0,2,1,1,1,1,1,0,0,1,0,5
nn97tpch,1,2,1,1,1,1,1,0,0,1,0,5
cdxl50hf,0,2,1,1,1,1,1,0,0,0,0,5
jwexfmub,0,2,0,0,0,0,0,2,0,0,0,5
4wv5tk4v,1,2,1,1,0,1,1,0,0,1,0,5
iuy2mq1n,1,2,2,1,1,1,1,0,0,0,0,5
rfnis2ed,0,2,1,1,1,1,1,0,0,0,0,5
410e0tw2,0,1,0,0,0,0,0,0,0,0,0,5
3c7rd5ya,1,2,2,1,1,1,1,0,0,1,0,5
5cs0wmvl,0,2,0,0,0,0,0,1,0,0,0,5
387fhffi,1,2,1,1,1,1,1,0,0,1,0,5
s9ck61wv,0,1,0,0,0,0,0,0,0,0,0,5
h78j7j8m,0,2,0,0,0,0,0,2,0,0,0,5
lcruc2lq,1,2,2,1,1,1,1,0,0,0,0,5
1pxzy631,0,2,0,0,0,0,0,0,0,0,0,5
z873r4vo,0,2,0,0,0,0,0,0,0,0,0,5
5kipyxnx,0,2,0,0,0,0,0,2,0,0,0,5
1eydd0jj,0,2,1,1,0,1,1,0,0,0,0,5
8uqq7nj7,0,2,0,0,0,0,0,0,0,0,0,5
jj2wn94h,1,2,1,1,0,1,1,0,0,0,0,5
5zc86wny,1,2,1,1,0,1,1,0,0,0,0,5
zzpnlqei,1,2,1,1,0,1,1,0,0,1,0,5
p1dzzr2s,0,2,1,1,1,1,1,0,0,0,0,5
szjrd90v,0,1,0,0,0,0,0,0,0,0,0,5
1bfi45o2,0,2,0,0,0,0,0,0,0,0,0,5
scbb77jn,1,2,1,1,0,1,1,0,0,1,0,5
v74p7xt0,1,2,1,1,1,1,1,0,0,1,0,5
y0q2jnsm,0,2,0,0,0,0,0,0,0,0,0,5
l3hb9yeg,0,2,0,0,0,0,0,0,0,0,0,5
u1m4seev,1,2,1,1,0,1,1,0,0,0,0,5
7qaw85j9,1,2,2,1,0,1,1,0,0,1,0,5
6gir6eim,0,0,0,0,0,0,0,3,1,1,0,5
pva278uh,1,2,1,1,1,1,1,0,0,1,0,5
v5p7lv20,1,2,2,1,0,1,1,0,0,0,0,5
xe3765ql,1,2,2,1,1,1,1,0,0,1,0,5
1yemb6kz,0,2,1,1,0,1,1,0,1,1,0,5
xe3765ql,1,2,2,1,1,1,1,0,0,0,0,6
9i73mzxn,0,0,0,0,0,0,0,2,0,3,1,6
0005b37f,0,0,0,0,0,0,0,1,0,3,1,6
jbz1y5sl,1,0,1,1,1,1,1,0,0,2,1,6
2dxnce3p,1,1,2,1,1,1,1,0,0,1,0,6
y7ezhr8w,0,0,0,0,0,0,0,0,0,3,1,6
jj25twuw,0,0,0,0,0,0,0,0,0,3,1,6
szjrd90v,0,0,0,0,0,0,0,3,0,2,0,6
otvnb5te,0,0,0,0,0,0,0,1,0,2,1,6
s1ftoyto,0,0,0,0,0,0,0,2,0,2,1,6
5kkr5060,0,0,0,0,0,0,0,2,0,2,1,6
3c7rd5ya,1,0,2,1,0,1,1,0,0,1,1,6
m0rj3925,0,0,0,0,0,0,0,3,0,3,0,6
gxr64i8r,1,0,0,0,0,0,0,2,0,2,1,6
8fqgkizh,1,1,1,1,1,1,1,0,0,3,0,6
2ygzmnz9,0,0,0,0,0,0,0,0,0,2,1,6
d39a3neo,0,0,0,0,0,0,0,0,0,2,1,6
42bbeqpm,0,0,0,0,0,0,0,0,0,1,1,6
vedi2q2d,0,0,0,0,0,0,0,1,0,2,1,6
plvgf0eg,0,1,0,0,0,0,0,0,0,3,0,6
c3206739,0,0,0,0,0,0,0,1,0,1,1,6
v5p7lv20,1,2,2,1,1,1,1,0,0,2,0,6
t5fns0sq,0,0,0,0,0,0,0,1,0,1,1,6
3mrhtpe3,0,1,0,0,0,0,0,1,0,3,0,6
6ac48e1h,0,1,0,0,0,0,0,0,0,3,0,6
9iua8wlt,0,0,0,0,0,0,0,0,0,1,1,6
4c16txm9,0,0,0,0,0,0,0,0,0,1,1,6
8cyh64c7,0,0,0,0,0,0,0,0,0,3,0,6
z873r4vo,0,0,0,0,0,0,0,1,0,2,1,6
tgyt0okw,0,0,0,0,0,0,0,1,0,2,0,6
p7c86bd0,0,0,0,0,0,0,0,0,0,1,1,6
uefnt3zt,0,0,0,0,0,0,0,2,0,2,1,6
drsd3gfr,0,1,0,0,0,0,0,0,0,3,0,6
0g7sv439,0,1,0,0,0,0,0,1,0,3,0,6
48l4ehb6,0,0,0,0,0,0,0,2,0,2,0,6
xcoc0hf4,0,0,0,0,0,0,0,1,0,2,0,6
rv0au94i,1,2,1,1,0,1,1,0,0,2,0,6
nil7z8nt,0,0,0,0,0,0,0,1,0,1,1,6
hf30noug,0,1,0,0,0,0,0,3,0,2,0,6
lrqw3xla,0,0,0,0,0,0,0,1,0,1,1,6
v6of81mc,0,1,0,0,0,0,0,3,0,2,0,6
0tv4w4i5,1,2,2,1,0,1,1,0,0,0,0,6
z668vjdm,1,0,0,0,0,0,0,1,0,1,1,6
79qn2mgn,0,1,0,0,0,0,0,3,0,1,0,6
3vpcaply,0,0,0,0,0,0,0,0,0,2,0,6
nxlvuopa,1,2,1,1,1,1,1,0,0,3,0,6
8g2iaxf0,0,0,0,0,0,0,0,1,0,1,1,6
1qzlh5mu,0,0,0,0,0,0,0,2,0,2,0,6
e4uy9bw2,0,1,0,0,0,0,0,3,0,2,0,6
kibuds7n,0,0,0,0,0,0,0,2,0,2,0,6
keqepf0m,1,2,1,1,1,1,1,0,0,1,0,6
9pofl3q7,0,0,0,0,0,0,0,2,0,1,1,6
0k6r6bgl,0,0,0,0,0,0,0,0,0,1,1,6
zm1faos5,0,2,0,0,0,0,0,0,0,3,0,6
0cpchq58,0,0,0,0,0,0,0,1,0,1,1,6
0jkf3488,0,2,0,0,0,0,0,0,0,3,0,6
5zc86wny,1,0,1,1,0,1,1,0,0,1,1,6
pr11yrv8,0,1,0,0,0,0,0,1,0,3,0,6
nq2n4d1a,1,1,1,1,0,1,1,0,0,2,0,6
1v3nqxwb,0,0,0,0,0,0,0,1,0,1,0,6
0ff2742h,0,1,0,0,0,0,0,1,0,3,0,6
4hjk8ew7,1,0,0,0,0,0,0,2,0,1,1,6
jyf560kk,0,0,0,0,0,0,0,1,0,0,1,6
kd4ugm89,0,2,0,0,0,0,0,0,0,3,0,6
g84r969y,0,0,0,0,0,0,0,0,0,2,0,6
7voc4ywi,0,0,0,0,0,0,0,1,0,1,0,6
0x4d1g7c,0,1,0,0,0,0,0,2,0,2,0,6
kesgwead,0,1,0,0,0,0,0,1,0,3,0,6
kxq00qk5,1,0,0,0,0,0,0,0,0,1,1,6
luq8s82b,1,0,0,0,0,0,0,1,0,0,1,6
9cikjguk,0,1,0,0,0,0,0,3,0,1,0,6
c7k2ws0c,1,0,1,1,0,1,1,0,0,2,0,6
zuqpu1wo,0,0,0,0,0,0,0,0,0,0,1,6
ds12f176,0,1,0,0,0,0,0,2,0,2,0,6
xluifzfl,0,1,0,0,0,0,0,3,0,1,0,6
4qopg1ub,0,0,0,0,0,0,0,0,0,1,1,6
387fhffi,1,1,1,1,1,1,1,0,0,2,0,6
yl8zd4ee,0,0,0,0,0,0,0,1,0,2,0,6
3j49d97z,1,1,1,1,1,1,1,0,0,2,0,6
my8o7lk6,0,0,0,0,0,0,0,1,0,2,0,6
g990zma5,1,1,1,1,0,1,1,0,0,2,0,6
mh3nw2gr,1,2,1,1,1,1,1,0,0,1,0,6
5s59rl9r,1,2,2,1,1,1,1,0,0,1,0,6
fpeptlxo,0,2,0,0,0,0,0,1,0,3,0,6
u1m4seev,1,1,1,1,0,1,1,0,0,0,0,6
26qqxpjj,1,1,1,1,1,1,1,0,0,1,0,6
ag8yu9h7,0,0,0,0,0,0,0,1,0,0,1,6
57n9cs6z,1,0,0,0,0,0,0,0,0,1,1,6
dxl7j2a8,0,0,0,0,0,0,0,1,0,1,0,6
idw6uw5h,0,0,0,0,0,0,0,1,0,2,0,6
awof1evv,0,1,0,0,0,0,0,2,0,1,0,6
n7vpemz2,1,2,1,1,1,1,1,0,0,3,0,6
4de7ayta,1,1,1,1,1,1,1,0,0,3,0,6
d67hp72e,0,1,0,0,0,0,0,1,0,2,0,6
h7b871s6,1,2,1,1,1,1,1,0,0,1,0,6
jwxxxv7d,0,1,0,0,0,0,0,1,0,2,0,6
tkz7zh9u,0,1,0,0,0,0,0,0,0,2,0,6
92ybpwat,0,0,0,0,0,0,0,2,0,1,0,6
0nu0s221,0,0,0,0,0,0,0,1,0,2,0,6
ody1m92z,0,1,0,0,0,0,0,1,0,1,0,6
z2rsp6um,0,2,0,0,0,0,1,3,0,2,0,6
1gblxsq7,1,2,1,1,0,1,1,0,0,3,0,6
d5t88opp,1,1,1,1,0,1,1,0,0,2,0,6
fh8ly4jj,0,1,0,0,0,0,0,1,0,1,0,6
5cs0wmvl,0,2,0,0,0,0,0,0,0,3,0,6
uabw3inx,0,1,0,0,0,0,0,0,0,2,0,6
bysqs2ac,0,1,0,0,0,0,0,1,0,1,0,6
s270rho2,1,2,1,1,0,1,1,0,0,2,0,6
l50to787,1,2,1,1,0,1,1,0,0,1,0,6
6xnpwopr,0,0,0,0,0,0,0,0,0,1,0,6
8a4otv31,0,1,0,0,0,0,0,1,0,1,0,6
d6harnae,0,1,0,0,0,0,0,0,0,1,0,6
0xxgoaz8,0,1,0,0,0,0,0,0,0,2,0,6
kn4swjew,0,1,0,0,0,0,0,1,0,2,0,6
lgomy8eq,1,1,1,1,0,1,1,0,0,1,0,6
i6lqx8ts,0,1,0,0,0,0,0,0,0,2,0,6
tg2aszys,0,1,0,0,0,0,0,0,0,2,0,6
cfdf5lmg,0,0,0,0,0,0,0,2,0,1,0,6
unioj1gy,0,1,0,0,0,0,0,1,0,1,0,6
51cbn7o1,0,1,0,0,0,0,0,0,0,1,0,6
njz0vu08,1,1,0,1,0,1,1,0,0,1,0,6
vnykm72k,0,1,0,0,0,0,0,2,0,2,0,6
ytgj1t65,1,2,1,1,0,1,0,0,0,2,0,6
t9m6tgki,0,1,0,0,0,0,0,2,0,1,0,6
8b7ikkdg,1,1,1,1,1,1,1,0,0,1,0,6
x6zxi4xg,0,1,0,0,0,0,0,1,0,2,0,6
8uqq7nj7,0,1,0,0,0,0,0,3,0,2,0,6
i3wgnab9,0,1,0,0,0,0,0,0,0,1,0,6
uvakwdur,0,0,0,0,0,0,0,3,0,0,0,6
edydbr11,0,0,0,0,0,0,0,0,0,2,0,6
t7uhl32a,0,0,0,0,0,0,0,0,0,1,0,6
iuy2mq1n,1,2,2,1,0,1,1,0,0,1,0,6
a60k5i9w,0,1,0,0,0,0,0,1,0,2,0,6
oiwrp35s,0,1,0,0,0,0,0,2,0,1,0,6
j4rjykeb,0,2,0,0,0,0,0,0,0,2,0,6
1csmmf08,0,2,0,0,0,0,0,1,0,1,0,6
hb9e1b5f,0,0,0,0,0,0,0,2,0,0,0,6
dqtauj4v,1,2,1,1,1,1,1,0,0,1,0,6
odyzp5vx,0,1,0,0,0,0,0,1,0,1,0,6
7vz4x7mn,0,2,0,1,1,1,1,0,0,2,0,6
m9hu5tku,1,2,1,1,0,1,1,0,0,2,0,6
7dv78fh8,0,1,0,0,0,0,0,0,0,1,0,6
037gym6i,0,0,0,0,0,0,0,2,0,1,0,6
n9hxv5lk,0,0,0,0,0,0,0,0,0,1,0,6
1gpsk1od,1,0,1,0,0,0,0,1,0,0,0,6
z4v1vnsp,1,1,1,1,1,1,1,0,0,1,0,6
4wv5tk4v,1,2,1,1,0,1,1,0,0,3,0,6
3rqszw2y,0,1,1,1,0,1,1,0,0,3,0,6
gn1bxo37,0,1,0,0,0,0,0,2,0,1,0,6
hk4udpqv,0,1,0,0,0,0,0,0,0,1,0,6
ufku1mka,1,2,2,1,0,1,1,0,0,2,0,6
96b2y1fq,0,1,0,0,0,0,0,1,0,1,0,6
8yww2xfk,0,1,0,0,0,0,0,0,0,1,0,6
rjsd3agm,0,1,0,0,0,0,0,1,0,1,0,6
hdp578ga,0,1,0,0,0,0,0,1,0,2,0,6
tzn75yhk,0,0,0,0,0,0,0,0,0,1,0,6
ot3r1xw1,0,0,0,0,0,0,0,1,0,1,0,6
g7uoijja,0,1,0,0,0,0,0,1,0,1,0,6
9t5yap6j,1,2,1,1,0,1,1,0,0,3,0,6
0j3nkqts,1,2,1,1,1,1,1,0,0,1,0,6
x6n7t8hs,1,2,1,1,1,1,1,0,0,2,0,6
g004gng8,0,0,0,0,0,0,0,2,0,0,0,6
dz4i0852,0,0,0,0,0,0,0,1,0,0,0,6
qdpt3asx,0,1,0,0,0,0,0,2,0,0,0,6
9t4dpmrw,0,1,0,0,0,0,0,1,0,2,0,6
zca7zxyf,0,0,0,0,0,0,0,0,0,1,0,6
1yc3rs1q,0,2,0,0,0,0,0,0,0,2,0,6
vywegvat,0,1,0,0,0,0,0,1,0,1,0,6
wc6s9dsl,1,1,1,1,0,1,1,0,0,1,0,6
5ie1bpu4,0,1,0,0,0,0,0,0,0,1,0,6
w9vla1hv,0,2,0,0,0,0,0,2,0,2,0,6
7qaw85j9,1,2,2,1,0,1,1,0,0,3,0,6
tl39jvsk,1,2,1,1,0,1,1,0,0,1,0,6
z0rxrnnq,1,2,1,1,1,1,1,0,0,0,0,6
wak4ycex,0,0,0,0,0,0,0,0,0,1,0,6
n26lbqa5,0,0,0,0,0,0,0,0,0,1,0,6
o7pqerl1,0,1,0,0,0,0,0,0,0,1,0,6
qrj0woux,0,1,0,0,0,0,0,0,0,1,0,6
c1h7bw1a,0,1,0,0,0,0,0,0,0,1,0,6
5ts6tpzo,0,1,0,0,0,0,0,2,0,1,0,6
3zjizqly,0,2,0,0,0,0,0,2,0,1,0,6
kudii6oy,0,2,0,0,0,0,0,0,0,1,0,6
j1e40ha7,0,0,0,0,0,0,0,0,0,0,0,6
nxc2bm09,0,2,0,0,0,0,0,2,0,1,0,6
pdtmhm69,1,1,1,1,0,1,1,0,0,2,0,6
zyy7lwna,0,1,0,0,0,0,0,1,0,1,0,6
7rmwik5s,0,1,1,1,1,1,1,0,0,2,0,6
bi13mblu,1,2,1,1,0,1,1,0,0,2,0,6
ssewy7zs,1,2,1,1,0,1,1,0,0,2,0,6
1yemb6kz,1,2,1,1,0,1,1,0,0,2,0,6
2be0jkh2,0,0,0,0,0,0,0,1,0,1,0,6
qslltb0b,0,2,1,1,1,1,1,0,0,1,0,6
3di9vioo,1,1,1,1,0,1,1,0,0,1,0,6
bieu6mpr,1,1,1,1,1,1,1,0,0,0,0,6
0h6a0xq8,0,1,0,0,0,0,0,1,0,1,0,6
hogk0jl9,0,1,0,0,0,0,0,0,0,1,0,6
5kipyxnx,0,2,0,0,0,0,0,0,0,1,0,6
cn2055xk,0,0,0,0,0,0,0,0,0,1,0,6
410e0tw2,0,1,0,0,0,0,0,2,0,1,0,6
ubop1qmx,1,2,1,1,0,1,1,0,0,2,0,6
y5lufa6m,1,1,1,1,1,1,1,0,0,2,0,6
sqajrww1,0,0,0,0,0,0,0,0,0,0,0,6
mzj836b0,0,1,0,0,0,0,0,2,0,0,0,6
4qo41x6y,0,2,0,0,0,0,0,1,0,2,0,6
jbfzncen,0,1,0,0,0,0,0,1,0,1,0,6
xp91b3qj,1,2,1,1,0,1,1,0,0,1,0,6
1eydd0jj,1,2,1,1,0,1,1,0,0,3,0,6
7u0jmbd5,0,1,0,0,0,0,0,0,0,0,0,6
qctopukw,0,2,0,0,0,0,0,0,0,1,0,6
apblb506,1,2,1,1,0,1,0,0,0,1,0,6
n1yognqv,0,1,0,0,0,0,0,0,0,1,0,6
v26mzb6c,0,1,0,0,0,0,0,1,0,0,0,6
dnwj15ee,0,1,0,0,0,0,0,1,0,1,0,6
biqw1l36,0,1,0,0,0,0,0,1,0,0,0,6
hq6lddx8,1,2,2,1,1,1,1,0,0,1,0,6
fkw475f4,0,2,0,0,0,0,0,1,0,2,0,6
jicuopmz,0,1,0,0,0,0,0,1,0,1,0,6
8nmazok9,0,2,0,0,0,0,0,0,0,1,0,6
awima2e6,0,0,0,0,0,0,0,0,0,1,0,6
1o1f1gpp,0,0,0,0,0,0,0,2,1,2,1,6
0mrw3gqi,1,1,2,1,1,1,1,0,0,0,0,6
h3fu78yg,0,1,0,0,0,0,0,2,0,0,0,6
iuanzkch,0,2,1,1,1,1,1,0,0,1,0,6
519slsew,0,1,0,0,0,0,0,0,0,0,0,6
9jhn3kb4,0,1,0,0,0,0,0,1,0,1,0,6
cclaxe7w,1,2,2,1,1,1,1,0,0,2,0,6
t30mf55p,0,1,0,0,0,0,0,0,0,1,0,6
68araqh7,0,1,0,0,0,0,0,1,0,1,0,6
x6cv314a,0,2,0,0,0,0,0,1,0,2,0,6
dot3hb5e,0,2,0,0,0,0,0,3,0,1,0,6
11qpbunz,0,1,0,0,0,0,0,0,0,0,0,6
h78j7j8m,0,2,1,1,1,1,1,0,0,1,0,6
n580gnmu,1,2,1,1,1,1,1,0,0,2,0,6
mvvdc51v,1,1,2,1,0,1,0,0,0,1,0,6
scbb77jn,1,1,1,1,0,1,1,0,0,0,0,6
k1bp6zpx,1,2,1,1,0,1,0,0,0,0,0,6
lqy09jik,1,1,1,1,1,1,1,0,0,0,0,6
cdxl50hf,1,2,1,1,0,1,1,0,0,2,0,6
nbmjj5a1,1,2,1,1,0,1,1,0,0,1,0,6
i6gy2wgj,0,1,0,0,0,0,0,1,0,1,0,6
p1dzzr2s,1,1,2,1,1,1,1,0,0,1,0,6
yaiqosbx,1,1,1,1,0,1,1,0,0,0,0,6
q5n6k41z,0,2,0,0,0,0,0,2,0,0,0,6
xxrcf92l,0,2,1,1,1,1,1,0,0,2,0,6
6gir6eim,0,1,0,0,0,0,0,1,0,1,0,6
s9ck61wv,0,1,0,0,0,0,0,0,0,0,0,6
b0je0mwr,0,1,0,0,0,0,0,1,0,1,0,6
l3hb9yeg,0,1,0,0,0,0,0,0,0,0,0,6
6e0ikkw9,1,2,1,1,0,1,1,0,0,1,0,6
o73qrv2n,0,1,0,0,0,0,0,0,0,0,0,6
ktiz1h1g,0,1,0,0,0,0,0,1,0,1,0,6
y0q2jnsm,0,2,0,0,0,0,0,2,0,1,0,6
mdt16lqz,1,2,1,1,0,1,1,0,0,1,0,6
8s1edw15,0,2,0,0,0,0,0,1,0,1,0,6
idr031u6,1,2,2,1,0,1,1,0,0,0,0,6
kpo7dpw7,1,2,2,1,1,1,1,0,0,1,0,6
k93onftx,0,2,1,1,1,1,1,0,0,1,0,6
sqfmjhqp,0,0,0,0,0,0,0,1,0,0,0,6
3o1v9r1m,0,1,0,0,0,0,0,0,0,0,0,6
lcruc2lq,1,2,1,1,1,1,1,0,0,0,0,6
074xligf,1,2,1,1,0,1,0,0,0,1,0,6
11e94pe7,0,2,0,0,0,0,0,1,0,1,0,6
mykpue2n,1,1,1,1,1,1,1,0,0,1,0,6
jj2wn94h,1,2,1,1,0,1,1,0,0,1,0,6
hksrzrsd,1,2,1,1,0,1,1,0,0,1,0,6
8886ungo,1,2,1,1,0,1,0,0,0,1,0,6
26ovv9nz,1,2,2,1,1,1,1,0,0,1,0,6
4alcifnr,1,2,1,1,0,1,1,0,0,0,0,6
6l4hmpzv,0,1,0,0,0,0,0,0,0,1,0,6
gowws5qf,0,2,0,0,0,0,0,1,0,0,0,6
lxt7o6sm,1,2,1,1,0,1,1,0,0,0,0,6
jwexfmub,0,2,1,1,0,1,1,0,0,1,0,6
kgm6ppuo,1,1,1,1,0,1,1,0,0,0,0,6
m3vk4d40,1,2,1,1,0,1,1,0,0,1,0,6
hhrookd2,0,1,0,0,0,0,0,2,0,0,0,6
bptmjh3d,1,2,1,1,0,1,1,0,0,0,0,6
o6m81rh2,0,1,0,0,0,0,0,1,0,0,0,6
gfrptkuf,1,2,2,1,1,1,1,0,0,1,0,6
